51
4,12
75,51
9,93
44,10
15,47
65,10
89,79
63,77
99,52
94,55
57,49
95,18
76,92
94,44
44,77
95,66
92,0
43,62
50,23
63,9
57,36
33,88
30,38
88,80
21,46
99,71
44,4
46,51
11,98
6,79
5,74
47,62
87,34
52,50
14,57
40,65
52,77
27,97
80,90
59,55
39,82
23,73
9,78
62,9
80,85
88,27
17,69
15,34
64,41
60,72
11,5
15,61
68,82
54,29
72,63
4,31
25,18
28,46
73,82
88,79
80,18
68,19
49,24
37,82
97,53
25,60
37,59
59,36
90,91
29,79
22,28
84,97
70,81
8,12
64,36
3,0
75,25
30,40
18,57
89,40
28,16
57,17
54,87
76,59
82,69
87,68
48,60
29,59
89,8
50,55
48,42
43,48
99,93
67,65
26,2
70,48
34,76
40,10
70,16
26,85
42,64
42,87
17,28
86,73
53,38
43,70
8,50
29,31
97,58
72,33
81,7
7,6
36,72
54,1
87,84
28,72
8,11
48,61
88,52
76,85
31,30
79,43
69,57
58,32
81,30
13,26
6,41
58,76
29,71
36,46
94,75
11,26
31,34
91,75
77,97
76,80
59,97
55,69
25,5
65,94
17,3
24,26
69,72
48,5
76,32
15,34
11,99
58,58
86,95
3,70
1,38
85,92
62,44
77,71
90,87
51,18
15,49
5,12
1,79
52,85
78,9
40,47
65,12
67,95
90,45
6,35
41,48
6,71
83,3
50,43
88,12
18,99
21,56
54,68
29,31
50,4
83,11
76,16
14,76
96,50
87,60
97,64
1,26
36,93
40,76
73,67
94,3
83,75
97,2
40,58
13,48
76,6
91,68
44,13
59,72
52,24
17,91
76,9
85,15
87,75
34,12
32,0
24,99
84,53
0,20
24,65
39,19
68,2
43,62
64,2
9,94
18,82
19,64
84,70
63,30
66,77
96,47
9,47
54,86
62,86
15,6
89,89
4,86
34,95
24,23
31,86
21,45
45,77
31,73
5,54
17,68
38,68
25,46
49,68
95,39
53,94
58,39
60,48
1,18
43,16
24,8
61,71
50,34
47,58
78,95
94,84
67,68
1,12
15,61
83,1
51,75
79,75
14,14
11,44
93,13
97,70
90,17
35,40
35,75
52,79
3,38
24,67
8,90
9,14
46,59
39,4
93,95
28,91
95,5
65,3
4,86
29,8
47,44
27,54
39,71
36,30
29,77
66,78
75,33
23,95
0,21
45,40
74,76
77,89
23,47
88,5
94,52
82,64
21,19
83,21
5,33
88,60
92,16
77,82
3,0
77,68
28,40
64,31
96,9
99,12
75,69
4,30
60,93
30,19
99,49
79,65
87,15
17,79
71,77
0,26
83,21
73,6
51,7
66,34
94,74
61,39
70,67
73,78
71,79
59,81
6,84
40,34
63,75
62,84
68,69
89,62
62,41
38,48
95,48
23,28
48,6
41,82
75,43
33,83
98,24
53,89
76,99
66,67
91,36
7,10
16,2
28,13
40,66
96,71
51,34
46,3
0,53
78,14
34,94
98,86
30,74
22,41
17,88
45,62
39,58
97,75
79,69
55,16
71,46
31,72
0,51
67,75
80,13
91,55
26,15
32,89
37,76
94,21
14,81
99,65
97,68
51,4
88,59
13,26
92,97
32,63
20,34
33,17
83,84
44,97
43,44
42,85
67,49
55,43
17,60
21,94
23,95
73,45
90,72
51,31
8,83
18,8
13,22
58,96
34,53
60,38
76,6
25,54
66,84
34,50
66,43
12,33
24,2
67,56
84,6
50,20
84,98
75,95
64,68
41,72
23,34
62,73
80,38
67,82
48,33
35,84
66,66
45,2
41,14
69,67
52,77
63,56
6,32
10,90
95,25
51,43
44,55
99,99
4,29
76,18
41,49
94,56
29,78
78,52
83,30
52,76
76,22
16,23
13,58
6,26
64,6
50,87
16,55
90,57
60,1
57,19
85,5
40,7
99,47
72,12
5,32
29,92
24,39
11,23
26,80
94,0
62,12
52,15
40,26
10,21
88,85
7,30
3,49
80,56
34,73
11,71
26,38
72,28
37,40
57,66
2,88
33,32
26,26
86,12
41,23
51,64
29,25
29,94
33,72
65,59
93,69
57,90
81,84
51,79
29,16
71,60
56,47
4,55
17,75
88,33
58,50
82,37
96,38
94,79
85,26
16,95
84,81
21,27
75,27
52,85
89,70
77,80
89,32
20,68
81,19
30,52
9,65
85,95
84,87
1,82
33,31
15,22
23,90
40,84
61,87
84,50
48,66
1,86
70,96
21,75
18,1
27,50
33,59
84,64
47,33
84,80
11,81
77,6
76,78
98,82
45,29
23,99
3,26
75,75
51,47
25,20
61,89
46,90
89,93
17,37
3,34
19,84
40,2
99,59
5,8
11,16
64,28
65,83
8,11
56,8
91,51
0,28
37,85
53,82
38,52
92,66
36,3
35,7
29,45
53,25
64,97
71,35
83,66
51,16
71,33
33,23
28,37
63,85
99,91
22,36
49,47
1,92
15,78
0,41
58,2
52,74
30,52
17,64
81,8
54,21
73,74
91,42
74,65
71,96
41,80
9,78
27,18
39,35
60,23
98,54
58,47
71,32
24,78
17,50
90,48
34,25
14,38
33,7
28,79
19,13
27,47
48,98
2,88
62,3
8,58
41,1
94,28
15,6
24,25
49,12
30,46
8,60
52,1
22,48
40,88
27,52
22,17
97,63
0,81
84,68
5,66
96,6
88,78
66,52
80,30
21,12
86,41
82,71
74,7
20,63
94,41
45,5
21,30
39,90
74,48
68,75
15,0
1,15
16,92
8,27
89,90
38,38
94,22
24,87
21,34
8,0
39,30
61,15
32,70
31,3
3,28
46,86
89,30
80,92
94,12
20,3
17,69
63,85
15,85
12,49
64,92
17,56
34,86
48,49
41,91
33,5
73,6
26,22
98,38
76,62
86,89
23,46
11,24
1,72
9,25
87,37
35,21
56,31
64,94
10,7
90,16
88,14
80,75
39,73
51,51
2,99
52,30
51,68
50,88
26,12
66,44
33,57
27,98
11,83
5,68
18,43
93,62
97,35
38,99
54,84
86,27
50,39
99,42
13,72
5,82
64,96
22,60
58,31
57,52
38,96
13,4
6,51
31,2
58,50
39,80
35,50
39,11
5,26
53,27
79,86
94,55
21,24
84,53
26,88
80,15
3,62
42,61
19,6
33,84
1,36
97,2
33,93
84,36
2,2
96,29
25,56
9,42
81,40
51,9
24,9
73,79
9,36
29,55
30,62
10,6
9,44
43,99
84,33
90,5
2,39
15,67
42,4
66,38
20,44
40,39
19,75
15,90
20,97
76,50
94,36
94,63
79,92
57,59
38,17
63,26
28,51
94,40
14,42
26,9
60,49
84,18
79,58
51,1
24,93
4,55
36,42
70,41
51,61
31,98
99,52
78,19
44,14
60,58
93,99
46,81
16,53
45,66
71,19
29,89
57,67
26,27
89,79
39,50
1,83
75,4
65,38
81,37
34,93
98,67
35,74
31,25
79,39
32,97
60,86
13,71
78,6
94,15
40,75
26,87
58,79
77,90
22,51
82,35
40,41
41,80
78,96
4,50
99,86
44,92
16,33
81,43
41,15
58,58
47,68
35,45
45,58
26,4
1,80
14,18
63,63
95,82
58,66
13,60
36,41
64,68
1,4
43,23
70,69
81,91
52,70
62,18
33,71
23,45
11,8
54,65
9,87
5,56
89,65
66,56
64,30
67,46
38,31
9,25
20,5
43,0
25,16
72,95
31,56
49,11
65,96
37,21
21,56
33,78
56,56
93,35
26,49
39,79
88,69
79,25
37,38
84,25
34,4
97,65
97,73
35,34
2,32
2,37
14,32
57,18
34,1
48,51
4,6
72,84
15,1
49,66
26,67
87,73
4,71
56,47
95,29
89,79
51,35
65,61
96,32
20,73
69,62
79,31
30,81
70,86
93,91
31,55
93,21
56,32
6,85
46,87
5,49
79,21
79,39
45,96
58,53
95,57
4,46
50,24
21,83
81,63
56,65
8,98
73,7
63,26
46,98
47,43
91,39
78,56
31,70
18,30
86,23
22,7
17,9
85,17
88,77
74,64
20,5
5,80
2,34
3,93
42,60
60,48
37,97
44,95
64,82
4,63
59,63
41,74
84,16
16,99
42,36
19,31
6,38
37,70
0,34
72,7
96,37
1,41
72,36
65,31
30,68
90,59
68,23
5,0
78,24
63,51
47,67
47,20
99,21
45,3
35,38
64,74
5,90
89,76
61,19
49,43
98,55
79,35
86,72
59,62
80,62
60,39
52,89
75,15
93,87
6,64
28,62
18,5
48,22
45,60
16,0
29,25
36,5
77,81
6,45
54,75
31,89
23,33
19,1
78,86
44,76
44,0
25,29
90,95
53,19
54,94
