103
18,67
88,34
38,94
84,51
16,31
25,7
90,71
33,79
3,70
32,38
44,4
35,70
23,94
44,11
83,22
81,88
91,25
4,40
4,92
34,15
62,13
69,72
18,88
94,81
37,98
40,97
2,91
20,44
42,4
28,3
35,38
23,19
58,2
11,6
17,34
27,94
46,53
17,6
48,99
40,17
8,18
30,82
87,74
51,22
36,84
95,18
23,6
95,36
84,30
48,82
70,52
93,12
20,92
15,24
8,40
4,4
77,68
71,15
9,30
88,26
97,19
91,75
38,54
63,28
81,98
29,10
6,15
30,27
44,29
68,82
29,27
66,14
99,92
68,12
51,48
82,19
91,2
62,73
34,10
13,4
57,0
34,20
85,83
35,17
73,90
18,28
79,22
41,15
48,28
89,14
77,92
73,30
36,60
17,96
11,70
88,74
73,71
38,37
2,80
30,89
24,7
20,58
32,84
42,4
37,79
11,36
75,51
45,10
19,76
30,69
2,93
25,28
87,89
71,53
6,59
88,48
90,65
66,28
54,68
51,53
86,49
39,87
65,42
56,30
43,13
7,23
82,56
59,14
87,74
97,75
73,74
64,79
49,51
18,79
58,66
29,61
87,42
37,46
48,88
79,78
62,15
3,74
56,34
20,31
18,79
43,36
2,10
39,24
92,77
47,80
55,21
52,62
13,30
51,28
19,7
25,90
82,97
47,71
36,31
8,83
11,68
67,84
59,0
5,64
99,46
39,30
25,87
17,2
31,80
22,83
44,68
26,88
86,3
32,59
67,27
0,50
3,61
4,66
2,56
19,92
87,65
44,25
57,29
12,5
95,61
45,93
75,99
52,94
97,29
27,28
20,21
54,10
20,86
42,72
51,97
15,27
0,79
4,74
10,16
56,53
6,22
55,39
52,39
57,15
5,30
35,49
65,27
69,46
68,53
88,16
83,71
73,8
83,29
22,81
29,77
90,25
4,72
6,39
19,36
43,32
30,56
73,35
53,90
1,32
88,24
9,29
86,76
26,69
28,36
37,51
45,9
96,54
83,19
30,95
70,9
36,81
85,18
11,71
83,1
84,89
1,51
65,50
20,6
9,2
26,4
94,95
81,38
88,88
58,85
2,57
56,81
79,82
20,23
12,65
97,75
37,39
88,99
57,70
43,36
71,3
94,75
35,95
77,80
91,98
53,9
91,12
22,33
4,43
26,75
0,12
53,48
17,89
17,63
10,70
26,64
65,89
13,60
46,36
79,44
36,30
82,18
54,81
72,99
99,24
31,87
0,33
36,60
5,85
4,41
35,50
66,49
60,28
43,16
14,55
4,95
25,43
58,35
0,42
90,73
61,51
42,89
42,94
26,6
46,78
13,30
83,95
62,94
76,28
69,8
34,0
10,67
69,21
62,98
64,5
98,52
6,18
97,8
3,23
0,1
11,97
64,18
22,21
6,31
48,67
75,93
79,81
27,80
62,65
34,22
72,16
87,66
47,26
44,27
86,6
36,94
17,28
48,96
83,47
58,22
93,21
77,34
8,91
61,87
20,61
78,30
72,60
24,18
86,51
41,62
53,21
92,64
0,89
34,33
72,55
22,77
89,70
9,57
31,35
65,56
90,53
0,31
47,69
67,77
56,69
53,41
22,94
95,54
5,98
95,12
28,60
29,29
16,88
30,4
52,35
8,30
3,24
18,51
98,53
25,35
38,9
67,4
82,58
91,95
40,8
99,37
31,1
83,26
90,17
43,17
12,60
70,80
5,25
29,35
34,51
17,69
56,41
36,39
73,90
12,34
5,76
63,89
18,32
51,74
61,91
7,27
80,62
82,1
63,82
98,4
92,78
65,77
64,17
76,15
25,97
1,67
72,51
58,24
3,16
59,10
84,28
69,86
77,5
13,11
53,98
27,42
89,85
97,75
13,3
81,47
46,17
90,86
43,74
10,81
58,86
11,45
0,64
7,34
46,48
65,93
57,1
3,79
70,22
32,97
34,5
