14
26,13
94,33
31,70
11,87
99,76
62,69
17,53
19,45
76,26
30,66
24,94
93,21
52,33
22,58
79,87
95,18
30,48
55,79
47,69
21,28
10,56
85,76
96,30
7,64
69,63
56,78
24,41
78,16
74,43
43,2
31,70
67,8
42,28
29,29
24,32
89,93
82,69
2,51
23,69
1,1
37,35
70,16
95,38
57,20
43,42
79,46
90,92
19,94
33,7
53,1
6,83
28,24
56,60
61,48
69,59
49,36
73,20
35,18
88,67
79,41
53,58
93,17
30,26
13,9
30,98
1,92
23,2
91,47
67,43
14,68
94,40
55,56
2,69
73,78
13,95
27,58
92,16
70,20
82,29
74,48
54,56
99,38
80,0
20,2
47,6
75,78
78,20
92,90
55,86
94,86
39,79
23,17
69,99
35,58
62,66
65,1
79,25
2,34
24,52
79,16
39,98
90,86
88,11
65,21
26,79
30,29
99,8
69,55
84,61
3,9
45,79
16,70
70,54
69,61
37,22
78,57
61,49
39,89
17,53
82,70
5,27
19,89
88,62
63,48
91,94
55,14
45,79
81,45
53,75
98,80
56,69
72,40
91,96
19,55
16,26
48,25
34,90
79,68
1,15
20,6
90,74
12,89
61,40
79,27
53,3
59,30
87,15
87,81
49,81
42,13
6,4
75,86
34,63
8,97
17,51
78,33
48,41
16,99
72,25
65,61
85,12
31,85
64,19
74,27
74,49
15,63
6,55
42,34
16,10
9,36
48,12
34,90
18,67
73,81
18,23
52,65
90,73
69,91
20,38
98,65
21,11
48,94
90,34
25,96
3,15
94,75
30,69
8,91
63,14
58,47
52,75
77,72
74,19
61,72
8,28
24,32
15,32
35,13
0,99
35,35
14,12
50,72
21,82
36,75
64,4
32,63
32,51
36,66
55,53
69,88
85,26
46,0
64,87
35,45
83,38
17,30
24,67
16,8
16,84
27,58
52,2
62,97
49,23
90,87
98,48
81,12
73,95
8,22
4,70
70,42
6,64
99,41
63,93
87,3
56,34
7,31
42,96
3,32
86,19
17,86
20,46
90,51
90,9
87,2
48,28
78,52
92,1
66,22
80,72
69,90
59,97
33,98
53,80
20,65
26,73
10,68
11,50
26,67
13,36
11,23
58,41
10,87
91,28
99,76
14,31
6,41
79,67
34,32
63,77
94,92
59,12
91,48
68,54
30,70
7,53
50,89
58,31
11,98
87,78
53,28
81,86
16,29
79,93
95,3
78,51
97,35
87,66
45,97
72,91
68,21
95,45
99,57
47,21
3,14
5,98
53,67
19,54
63,18
72,91
10,7
3,60
