29
55,47
65,42
79,22
75,66
26,94
84,82
41,19
9,53
38,72
32,18
64,0
56,73
61,36
93,41
80,68
95,17
80,19
86,24
3,8
55,37
72,6
11,24
90,63
33,34
75,30
1,61
42,84
99,91
16,82
83,53
8,21
15,71
93,66
82,37
90,35
12,31
30,84
3,55
60,22
81,45
52,34
93,89
95,18
25,5
77,43
34,50
23,3
46,81
83,1
83,7
90,59
53,31
84,97
18,75
84,2
24,31
31,67
78,8
13,40
33,49
90,80
54,43
22,77
10,25
65,97
56,17
6,32
71,61
33,1
37,49
5,77
57,33
90,26
18,31
12,29
85,58
40,82
69,96
29,75
81,77
63,74
33,23
72,80
16,7
85,52
26,0
86,31
96,75
4,15
35,8
9,44
20,16
44,84
43,20
86,92
32,79
62,7
92,81
44,45
86,81
76,20
19,32
26,77
41,22
15,76
95,86
57,44
65,49
85,20
28,56
21,16
57,14
44,1
15,0
81,3
35,12
39,87
9,30
87,81
27,16
59,15
94,59
64,44
87,30
98,98
62,81
77,0
25,7
85,70
58,30
35,54
2,48
2,41
6,71
66,83
2,87
84,78
6,70
32,10
3,48
98,59
42,25
60,64
56,81
23,36
6,46
53,5
67,67
6,17
24,30
1,67
34,76
7,23
89,1
92,85
7,51
91,78
33,46
87,10
37,90
38,65
57,31
47,49
46,44
71,65
50,77
39,28
16,16
84,55
47,94
66,53
46,12
98,4
30,40
33,51
36,84
45,98
95,65
18,63
58,35
76,69
8,79
5,34
5,79
42,19
5,14
77,85
14,48
41,19
53,74
45,72
31,89
58,53
0,67
12,66
7,51
8,31
47,72
45,54
70,20
69,45
80,98
10,64
47,62
67,28
48,77
75,39
32,93
95,9
10,47
94,61
84,62
15,18
28,84
63,76
81,63
61,80
88,96
14,49
20,96
8,29
80,32
88,32
29,31
79,54
25,29
79,13
56,84
55,61
89,37
65,30
37,86
72,93
87,13
56,5
4,89
97,43
66,44
32,21
42,6
70,87
10,91
15,40
27,33
55,70
85,70
25,82
26,71
10,65
50,17
1,43
93,54
43,18
68,7
60,43
65,19
8,36
26,76
59,63
63,49
27,69
72,92
85,15
60,11
16,97
89,74
57,92
47,91
61,18
17,85
2,88
82,5
93,67
90,76
50,98
52,82
81,95
35,97
46,74
83,72
45,93
14,91
60,45
70,75
89,3
26,51
14,5
29,14
69,2
6,19
49,44
64,61
68,42
92,53
60,2
63,52
62,45
7,50
98,34
18,21
44,60
31,6
12,91
82,70
41,53
11,54
99,17
25,88
4,23
61,55
58,39
53,58
61,65
7,70
80,69
92,86
3,45
50,24
19,57
55,43
70,15
75,85
58,33
26,54
66,65
66,48
23,18
93,69
98,95
70,40
77,56
10,66
4,52
87,69
8,19
62,51
61,44
56,10
9,52
81,33
39,5
35,91
91,97
89,99
85,39
25,41
34,5
49,92
23,11
10,38
64,72
5,89
69,68
76,46
77,96
64,61
55,17
85,12
96,72
65,39
50,72
9,11
65,8
68,91
83,11
28,92
18,83
76,18
86,66
6,92
35,36
36,87
35,60
64,10
72,90
69,95
96,51
13,56
97,75
41,91
98,31
84,44
33,83
68,98
51,60
60,41
82,58
54,78
94,81
79,58
79,91
23,30
42,73
94,87
70,51
1,23
13,94
25,0
32,94
79,99
93,84
69,44
34,42
74,48
5,18
15,75
13,76
52,33
80,44
97,56
9,9
58,23
88,53
89,68
96,38
48,43
12,42
34,97
0,46
77,58
20,47
27,12
21,75
45,31
3,88
32,67
24,59
93,27
96,34
82,54
73,76
56,60
57,19
4,82
34,92
81,34
54,13
19,21
34,97
68,36
85,85
36,3
42,22
2,53
95,62
45,85
94,92
39,31
52,43
2,96
60,59
51,91
37,64
73,97
60,90
84,9
86,46
94,91
8,70
91,69
2,5
55,84
3,87
41,55
61,64
23,71
54,50
53,38
0,98
24,53
75,88
53,78
47,9
73,23
62,68
64,5
55,61
32,61
78,43
89,50
40,80
12,35
28,94
64,90
79,50
74,48
7,40
50,67
32,40
3,85
39,37
56,81
6,66
43,99
73,21
82,0
5,61
64,71
82,78
81,37
5,80
63,83
32,93
7,34
87,16
95,64
83,14
75,65
55,33
26,43
74,73
39,97
99,78
33,95
9,45
72,46
86,53
90,59
91,11
28,77
74,37
52,19
89,87
0,73
47,33
9,28
23,9
71,10
22,60
38,79
43,75
87,35
94,37
20,76
2,43
91,60
25,85
30,86
57,23
43,59
49,87
17,60
29,1
96,59
54,74
88,37
64,10
4,28
95,82
2,52
90,1
96,73
21,77
65,32
37,16
21,66
83,45
47,57
65,38
97,63
55,24
16,99
92,48
72,29
29,6
96,10
60,35
83,69
63,97
81,9
53,47
6,68
17,2
40,6
20,86
53,54
21,67
93,4
1,63
74,19
90,43
65,41
76,69
6,19
34,87
6,21
6,52
12,92
65,57
68,21
41,43
66,44
48,2
49,38
24,23
3,65
18,21
64,64
24,5
45,59
45,88
